id,title,body,department,sentiment,target,strategy
92698698-61a1-4729-bcb9-83501b4da0fe,Soggiorno pericolo,"Dopo un viaggio lunghissimo da Limbiate, Il cibo sembrava viscido. Ho pagato 115 euro.",F&B,negative,0,detailed
dd750e98-90e0-495f-8212-b554464458b4,Soggiorno azzurro,Non sapevo cosa aspettarmi. Aria allo sportello si è dimostrato indifferente. Ho pagato 68 euro.,Reception,negative,0,detailed
3810ae66-5a31-44cc-8d4b-69a99b689c88,Opinione film,Ero qui per lavoro con il mio collega Maura. La cena era nutriente. Ho pagato 100 euro.,F&B,positive,1,detailed
b88ec318-c16d-43ed-ad81-f8bd402913ec,Feedback difesa,"La stanza era anche imponente, ma il personale sgarbato mi ha rovinato l'umore.",Reception,negative,0,mixed
a5769411-a0a1-4839-a745-770418dfbc3c,Opinione attesa,"Avevo letto recensioni brutte, ma la camera non era affatto indecente. Anzi!",Housekeeping,positive,1,negation
8a16a06c-c958-475e-a1d5-3971336749b5,Recensione pianta,Tutto particolare. Ammazzare fuoco caso tacere ferire impossibile.,F&B,positive,1,simple
d499da99-45c4-4a3e-a9da-484a80759f1f,Soggiorno elettrico,"Avevo letto recensioni brutte, ma la camera non era affatto sgradevole. Anzi!",Housekeeping,positive,1,negation
7b5a611a-f1b6-4afe-931e-df1ae9ff1cae,Info militare,"La stanza era anche scintillante, ma il personale intrattabile mi ha rovinato l'umore.",Reception,negative,0,mixed
f79efd70-65bc-4272-badd-7ea3aca5e2fd,Recensione vita,Esperienza triste. Scienza limitare attuale ricco dare pranzo.,Reception,negative,0,simple
03902c5d-6502-46a2-8a6a-2224171e16cc,Opinione libertà,"Il cibo era un po' terribile, ma lo staff serio ha salvato la vacanza.",Reception,positive,1,mixed
ac3e7b0d-5e5b-413d-b46c-db771fa382e8,Soggiorno letto,"La stanza era anche sostenibile, ma il personale maleducato mi ha rovinato l'umore.",Reception,negative,0,mixed
f0b6f83f-a377-46f1-9289-f0ab618ae305,Soggiorno poco,"Il cibo era un po' flaccido, ma lo staff premuroso ha salvato la vacanza.",Reception,positive,1,mixed
a5cc8bf7-38ab-454c-9c2e-58deea4e3617,Soggiorno buttare,"Dopo un viaggio lunghissimo da Buttrio, Purtroppo la stanza era inaccettabile. Voto finale: bo.",Housekeeping,negative,0,detailed
f23e323d-0b9b-4934-a3c8-6d301dde7969,Soggiorno atteggiamento,Non sapevo cosa aspettarmi. Purtroppo la stanza era trasandata. Il prezzo era nella media.,Housekeeping,negative,0,detailed
18e19331-1dba-4267-be1c-a5a1fef518a6,Info importare,"Avevo letto recensioni brutte, ma la camera non era affatto inaccettabile. Anzi!",Housekeeping,positive,1,negation
a7a8f636-6a35-4f59-a2aa-7a5d278ed00d,Soggiorno comprendere,Tutto evocativa. Celebrare lato possedere recare uccidere indicare realtà.,F&B,positive,1,simple
af88bdec-fb1e-443b-996f-4dfa5cd8fe1a,Soggiorno piazza,Esperienza macabra. Partire treno durante prima crisi io destino.,F&B,negative,0,simple
98de8ebb-a3b5-4ece-a446-be72364c911a,Recensione ancora,Tutto pulitissima. Assai dove vento ufficio sentimento base.,Housekeeping,positive,1,simple
8de08fc2-c3e1-4a85-946e-f10411906f50,Opinione fuori,"Dopo un viaggio lunghissimo da Santa Maria Infante, La camera era fiabesca. Ho pagato 84 euro.",Housekeeping,positive,1,detailed
00b9d4a3-9892-40ac-a689-33a9c9e48e8c,Feedback male,"Dopo un viaggio lunghissimo da San Leo Bastia, La cena era inebriante. Ho pagato 75 euro.",F&B,positive,1,detailed
21472a15-fcce-46f6-a50a-4578fbe94499,Soggiorno unire,"Avevo letto recensioni brutte, ma la camera non era affatto fatiscente. Anzi!",Housekeeping,positive,1,negation
ca3c6f5f-5bb5-440c-83cd-e2e321bddb41,Soggiorno indietro,Ho prenotato all'ultimo minuto. Giorgio allo sportello si è dimostrato arrogante. Voto finale: bo.,Reception,negative,0,detailed
86ad8a8c-6bc4-423e-bde1-3c1b20733f6d,Info controllo,Siamo arrivati di domenica verso le 19. Bianca allo sportello si è dimostrato borioso. Comunque torneremo a Mese.,Reception,negative,0,detailed
c72c1fe3-72c2-4a16-b9eb-4168104556e5,Info personale,Esperienza puzzolente.,Reception,negative,0,simple
ffa361be-0f92-40e1-87f9-7d05f6ca6b8b,Feedback situazione,Esperienza oscura. Brutto medico tutto annunciare rivelare spazio militare legge.,F&B,negative,0,simple
1ba362e7-afa4-45e5-ad20-449666d06371,Feedback spalla,"La stanza era anche verde, ma il personale irritante mi ha rovinato l'umore.",Reception,negative,0,mixed
e63658c9-12d0-498d-b18d-4d05e8e22743,Feedback chiamare,Non aspettatevi un servizio competente da Lara. Pessimo.,Reception,negative,0,negation
204e178c-10d0-4d11-a5f9-34bf9bb96155,Info magari,"Il cibo era un po' pungente, ma lo staff professionale ha salvato la vacanza.",Reception,positive,1,mixed
b64fa54a-8c61-4654-95da-75c1a21150f9,Soggiorno o,Non aspettatevi un servizio educatissimo da Eleanora. Pessimo.,Reception,negative,0,negation
4b7e6b3c-87d2-42a6-98ee-ac2bfe9fecaa,Opinione scena,"La stanza era anche accogliente, ma il personale poco professionale mi ha rovinato l'umore.",Reception,negative,0,mixed
cb08587d-1963-426d-ae21-8b099afd4015,Soggiorno coprire,Esperienza squallida.,Reception,negative,0,simple
56c438e4-69ef-4fb1-ba7e-8e14e359eee1,Opinione scegliere,Non sapevo cosa aspettarmi. Il cibo sembrava immangiabile. Il prezzo era nella media.,F&B,negative,0,detailed
d4ef00aa-175a-41ec-912f-a61279699ed2,Opinione ciascuno,Esperienza cheap. Quello età età diritto unire presso.,Reception,negative,0,simple
f4e559e5-9622-4348-8f5a-e9d38e6e5003,Info volontà,Siamo arrivati di mercoledì verso le 21. Il cibo sembrava congelato. Voto finale: bo.,F&B,negative,0,detailed
692ac139-1f4a-4ca1-ab85-fd595463adc7,Feedback peggio,"La stanza era anche glamour, ma il personale disinteressato mi ha rovinato l'umore.",Reception,negative,0,mixed
4ffca6b1-99b4-49d4-89a2-14aef7e8f8e5,Opinione patria,Ho prenotato all'ultimo minuto. La cena era leggendario. Voto finale: bo.,F&B,positive,1,detailed
279c658a-3676-4ce5-81e5-c9f693f277cc,Feedback soldato,Esperienza allucinante.,F&B,negative,0,simple
92f837d4-4750-4f1d-833a-1f6c1d691fba,Opinione grosso,Ero qui per lavoro con il mio collega Rosina. Gianfranco allo sportello si è dimostrato passivo. Ho pagato 166 euro.,Reception,negative,0,detailed
f97be2dd-8f9b-42ae-985c-16bd6dda4f8d,Soggiorno vista,Non aspettatevi un servizio rigoroso da Ornella. Pessimo.,Reception,negative,0,negation
d4578ad9-a867-4096-add8-77c89be71737,Recensione lira,"Il cibo era un po' molle, ma lo staff accogliente ha salvato la vacanza.",Reception,positive,1,mixed
c32d4526-b3e4-410a-85f5-0c522e2fbf77,Soggiorno naturalmente,Esperienza decadente.,Reception,negative,0,simple
deaf528d-2e70-4838-8190-262059dcabd0,Feedback direzione,Esperienza fatiscente.,F&B,negative,0,simple
2451e5a4-11d0-49b2-a699-cd99a847bce7,Opinione armare,Tutto insonorizzata.,Reception,positive,1,simple
604e46cb-3712-42d1-87cd-b6a1bf012e32,Soggiorno rappresentare,Non aspettatevi un servizio scrupoloso da Carlo. Pessimo.,Reception,negative,0,negation
4fc77768-5ebb-4ca5-a84b-f9625744f596,Info né,"La stanza era anche artistica, ma il personale addormentato mi ha rovinato l'umore.",Reception,negative,0,mixed
15bfbe97-98a2-4f1c-914d-cfaef10013a7,Recensione basso,Non aspettatevi un servizio reattivo da Maura. Pessimo.,Reception,negative,0,negation
0cbd3c03-9e2a-44ac-8122-b5b3284c03d2,Feedback chiave,"Il cibo era un po' risicato, ma lo staff sensibile ha salvato la vacanza.",Reception,positive,1,mixed
7c54535f-6c8c-4b6a-a974-d079716fda0a,Soggiorno riuscire,Non aspettatevi un servizio amichevole da Guarino. Pessimo.,Reception,negative,0,negation
832920b7-c143-4426-b72f-871a45ee432d,Info convincere,"Avevo letto recensioni brutte, ma la camera non era affatto sporca. Anzi!",Housekeeping,positive,1,negation
0ba078e8-4ef4-42c1-aac9-331686e52753,Opinione già,Siamo arrivati di venerdì verso le 19. Purtroppo la stanza era maleodorante. Magari la prossima volta andrà diversamente.,Housekeeping,negative,0,detailed
c47104c0-3613-4e15-b200-c2614d29d1ab,Feedback differenza,Ho prenotato all'ultimo minuto. Paolo alla reception è stato scrupoloso. Voto finale: bo.,Reception,positive,1,detailed
1eb74b56-53ff-43a2-8a19-35014169b9fc,Feedback addosso,Esperienza degradata.,Housekeeping,negative,0,simple
bdf66ba5-dc9c-46de-a5a6-74c212738a23,Opinione attraversare,Esperienza triste. Comune giovane promettere matrimonio sforzo scoppiare.,Reception,negative,0,simple
67884209-92ca-425a-ade5-93329364f3d0,Opinione raggiungere,"Dopo un viaggio lunghissimo da San Felice Circeo, Raffaello alla reception è stato impeccabile. Il prezzo era nella media.",Reception,positive,1,detailed
f758dce2-0556-4aea-a7b0-32831d7c0098,Feedback o,Non aspettatevi un servizio poliglotta da Jacopo. Pessimo.,Reception,negative,0,negation
75c8e90d-9e3d-450d-b296-d9f0cd2372c2,Opinione personale,"Avevo letto recensioni brutte, ma la camera non era affatto opprimente. Anzi!",Housekeeping,positive,1,negation
3e49fd09-1b19-48b8-9830-20816fcc57dd,Info riportare,Esperienza fatiscente.,Housekeeping,negative,0,simple
6550f74a-1422-473f-8622-68d16683e107,Recensione nazione,Non aspettatevi un servizio serio da Bianca. Pessimo.,Reception,negative,0,negation
1d30d990-a21b-4307-82af-085c138d994c,Info trasformare,"Dopo un viaggio lunghissimo da Villagrande, Il cibo sembrava amaro. Voto finale: bo.",F&B,negative,0,detailed
4187222b-257d-4e52-9a51-65ca3c7c1d85,Recensione forma,Tutto idilliaca. Superiore formare quanto segretario sede.,Reception,positive,1,simple
9082889b-e1cd-487f-ac95-5f87ae5ec365,Soggiorno numero,Tutto ariosa. Circa ricordo attuale umano pensiero li nostro oggetto.,Reception,positive,1,simple
a1a27485-7134-4c2a-b80b-3657117b355b,Recensione morire,Ero qui per lavoro con il mio collega Enzo. La cena era equilibrato. Ho pagato 79 euro.,F&B,positive,1,detailed
5a18e2a3-0e61-4bcd-9767-490046510367,Soggiorno studiare,"Il cibo era un po' oleoso, ma lo staff cosmopolita ha salvato la vacanza.",Reception,positive,1,mixed
13a4a492-497d-416d-94ea-120a5e659654,Recensione collina,Ero qui per lavoro con il mio collega Angelo. Purtroppo la stanza era distante. Voto finale: bo.,Housekeeping,negative,0,detailed
7674456f-626d-419d-81cf-325298159d6c,Info villa,"Avevo letto recensioni brutte, ma la camera non era affatto logora. Anzi!",Housekeeping,positive,1,negation
7321bf6b-0a80-46ec-a558-2e16bd29ede9,Recensione figlia,"Il cibo era un po' stopposo, ma lo staff diplomatico ha salvato la vacanza.",Reception,positive,1,mixed
269ed4c9-8059-4b93-b9c2-d2e49ae1a991,Info brutto,Non aspettatevi un servizio brillante da Ludovico. Pessimo.,Reception,negative,0,negation
d65e59dd-e62d-4d06-8f9b-85581a7f195b,Info palazzo,Esperienza infestata.,Housekeeping,negative,0,simple
2c2cd22b-a568-45c6-812a-1f9b15969802,Opinione attesa,"La stanza era anche ariosa, ma il personale sciatto mi ha rovinato l'umore.",Reception,negative,0,mixed
486bb6bf-eafd-47d9-9f73-3a3e5d286aa4,Opinione presente,Non sapevo cosa aspettarmi. La cena era ipocalorico. Magari la prossima volta andrà diversamente.,F&B,positive,1,detailed
8ed6ad5e-1831-4aa3-9466-9d1910df9974,Recensione preparare,Ho prenotato all'ultimo minuto. Pierangelo allo sportello si è dimostrato cafone. Voto finale: bo.,Reception,negative,0,detailed
eaafe543-2434-4678-a9e2-7ba9952e6abb,Opinione passare,Tutto sobria. Quale poesia svegliare spettacolo figlio.,Reception,positive,1,simple
a981b098-b2cf-452d-a7f3-33b3f7baf55e,Recensione principale,Esperienza instabile.,Reception,negative,0,simple
d02ce0c1-5417-4a17-8aaa-5bbea4bbf962,Feedback dare,Non sapevo cosa aspettarmi. Domenico allo sportello si è dimostrato cafone. Ho pagato 60 euro.,Reception,negative,0,detailed
bd20563b-f275-45f3-9436-a7a8b3ecb951,Feedback toccare,Non aspettatevi un servizio valido da Germana. Pessimo.,Reception,negative,0,negation
822c4d32-6c64-4c15-aba3-01cba561e1e9,Soggiorno personale,Esperienza claustrofobica.,Reception,negative,0,simple
f37fd50d-2e25-45ee-8f11-d8dc5cd33369,Opinione giornale,"La stanza era anche confortevole, ma il personale polemico mi ha rovinato l'umore.",Reception,negative,0,mixed
31274148-7c7c-404e-8422-d03ef29a6339,Opinione grosso,"Il cibo era un po' avariato, ma lo staff gentilissimo ha salvato la vacanza.",Reception,positive,1,mixed
d82c7565-4bb9-47ec-93c1-175427aa7cbc,Recensione concedere,"Avevo letto recensioni brutte, ma la camera non era affatto ostile. Anzi!",Housekeeping,positive,1,negation
b15e54f6-d4d3-4795-ae4b-ebc429890880,Feedback enorme,Tutto curata. Si stare ancora filo rimanere caso gioco.,Reception,positive,1,simple
5d42b9e9-692e-47b6-8b2f-6d5c700b5d5f,Feedback indicare,"Avevo letto recensioni brutte, ma la camera non era affatto impresentabile. Anzi!",Housekeeping,positive,1,negation
bfa016c2-c09c-4506-88f1-096d9c4ffb46,Info salire,Non aspettatevi un servizio signorile da Renzo. Pessimo.,Reception,negative,0,negation
f7315749-4f39-49a8-bd3a-258288b4f474,Opinione sereno,"Avevo letto recensioni brutte, ma la camera non era affatto fatiscente. Anzi!",Housekeeping,positive,1,negation
f2771f63-ada5-4417-9e2a-d32d31ab0b56,Opinione ritorno,Esperienza fatiscente.,Reception,negative,0,simple
61c2645a-c733-4304-8822-3120c4f9eccd,Feedback stella,"Il cibo era un po' precotto, ma lo staff internazionale ha salvato la vacanza.",Reception,positive,1,mixed
df7d0dd7-236e-4608-9acb-394acd1f5318,Info invece,Siamo arrivati di venerdì verso le 20. Il cibo sembrava scaduto. Magari la prossima volta andrà diversamente.,F&B,negative,0,detailed
d9e604b3-8412-4335-988c-656db61e5fdb,Recensione cucina,"Dopo un viaggio lunghissimo da Molfetta, La camera era rinnovata. Il prezzo era nella media.",Housekeeping,positive,1,detailed
45d5a68d-290a-4abb-835b-9fea1578d709,Feedback saltare,Non aspettatevi un servizio competente da Ippazio. Pessimo.,Reception,negative,0,negation
177a8a5f-6ffe-43b3-94bf-7a4b25b8a42f,Feedback governo,"Il cibo era un po' dozzinale, ma lo staff cosmopolita ha salvato la vacanza.",Reception,positive,1,mixed
5fbbf0b1-8083-49c8-a57e-01c90da23e5c,Feedback impressione,Ho prenotato all'ultimo minuto. Purtroppo la stanza era inaccettabile. Ho pagato 110 euro.,Housekeeping,negative,0,detailed
d6d441cc-195d-42f8-ae4a-9b5d519554e3,Soggiorno ora,"Dopo un viaggio lunghissimo da Camo, La camera era armoniosa. Magari la prossima volta andrà diversamente.",Housekeeping,positive,1,detailed
c24369e7-2387-4af6-94c3-a832b231c60b,Info sereno,Non sapevo cosa aspettarmi. Morena alla reception è stato campione. Magari la prossima volta andrà diversamente.,Reception,positive,1,detailed
144823f7-e7e6-46c7-8158-24639d8776a0,Opinione ammazzare,Non aspettatevi un servizio accorto da Ricciotti. Pessimo.,Reception,negative,0,negation
1f317405-4d18-4eba-bcd5-fd7f49c10669,Recensione avvicinare,Tutto bucolica. Si ne quanto modo buono.,F&B,positive,1,simple
3defa849-9336-4f7e-83ef-a9f3a1c7cc8a,Opinione dirigere,Tutto solare. Personale pazzo assistere sicuro materia morte.,Housekeeping,positive,1,simple
15eacbcf-ab10-41ce-aa14-3cd82ff3cde4,Recensione territorio,Ero qui per lavoro con il mio collega Gioacchino. Purtroppo la stanza era obsoleta. Ho pagato 56 euro.,Housekeeping,negative,0,detailed
8b48f496-86ab-44e7-b412-436011536e99,Recensione studiare,"Avevo letto recensioni brutte, ma la camera non era affatto dozzinale. Anzi!",Housekeeping,positive,1,negation
0534a101-8ddc-4719-81f3-8dd4fd034ada,Soggiorno prezzo,"Il cibo era un po' nauseante, ma lo staff educato ha salvato la vacanza.",Reception,positive,1,mixed
630aa767-a2bb-422b-8b25-1279785ac5d0,Opinione politica,"La stanza era anche avveniristica, ma il personale presuntuoso mi ha rovinato l'umore.",Reception,negative,0,mixed
a837fe68-bba2-45ca-bdba-6da85844f9fc,Info confessare,Siamo arrivati di giovedì verso le 22. Giosuè allo sportello si è dimostrato svogliato. Il prezzo era nella media.,Reception,negative,0,detailed
d0421dfa-56ab-487a-8bc7-8e815a304528,Info estate,"Dopo un viaggio lunghissimo da Traverde, Purtroppo la stanza era fatiscente. Comunque torneremo a Santa Chiara.",Housekeeping,negative,0,detailed
2285b2ef-cfbe-4fe9-aea9-c542a1b970d0,Feedback buttare,Ero qui per lavoro con il mio collega Ida. La camera era regale. Comunque torneremo a Acceglio.,Housekeeping,positive,1,detailed
0977c513-752a-4d25-b190-1b7ec6b469ef,Feedback mezzo,"La stanza era anche originale, ma il personale scortese mi ha rovinato l'umore.",Reception,negative,0,mixed
e2c328aa-3310-4475-8a86-22250b36e356,Recensione attorno,"Il cibo era un po' maleodorante, ma lo staff amichevole ha salvato la vacanza.",Reception,positive,1,mixed
dcb51c53-5b62-48df-893e-904d30ec2796,Feedback avvicinare,Tutto romantica. Metro volare nascondere direzione ricchezza.,F&B,positive,1,simple
be4969ec-6667-43bb-a3b5-63606fdc0bad,Soggiorno ritenere,Ero qui per lavoro con il mio collega Delfino. Stefania allo sportello si è dimostrato acido. Comunque torneremo a Moso In Passiria.,Reception,negative,0,detailed
f945f2fd-56cb-4ab0-a2fb-26d7f4dbca07,Recensione festa,Non aspettatevi un servizio brillante da Virginia. Pessimo.,Reception,negative,0,negation
ec9f9c54-5e0a-42ab-bf5d-b163b12b6680,Soggiorno tecnico,"Il cibo era un po' vergognoso, ma lo staff da 10 e lode ha salvato la vacanza.",Reception,positive,1,mixed
2e326567-d284-454e-bebe-c0db9a3a6103,Recensione vario,"Dopo un viaggio lunghissimo da Amaseno, Il cibo sembrava secco. Ho pagato 66 euro.",F&B,negative,0,detailed
53f28f11-147f-4570-9a43-db54523ae993,Soggiorno minimo,"Il cibo era un po' mediocre, ma lo staff attento ha salvato la vacanza.",Reception,positive,1,mixed
ba108217-0ad7-49a2-b277-16ec59fefbbc,Soggiorno pazzo,Ho prenotato all'ultimo minuto. La cena era caldo. Il prezzo era nella media.,F&B,positive,1,detailed
a3b442bd-4649-4296-af58-42c3ff86cc31,Soggiorno biondo,Non aspettatevi un servizio puntuale da Diana. Pessimo.,Reception,negative,0,negation
d942644c-248d-41ec-87f8-d4f0f3ea0184,Opinione risposta,Ero qui per lavoro con il mio collega Mirco. La cena era sostanzioso. Ho pagato 97 euro.,F&B,positive,1,detailed
c74cc890-3c6a-4174-9136-34a520509c62,Opinione piantare,"Avevo letto recensioni brutte, ma la camera non era affatto infima. Anzi!",Housekeeping,positive,1,negation
5ef787b8-f2e6-495f-b32e-2016add702c9,Recensione poesia,Non sapevo cosa aspettarmi. Il cibo sembrava terribile. Comunque torneremo a Frusci.,F&B,negative,0,detailed
233ffc82-92ec-49af-93ae-c376c359810a,Feedback trarre,"Avevo letto recensioni brutte, ma la camera non era affatto squallida. Anzi!",Housekeeping,positive,1,negation
4758367b-a649-4cdc-907b-907265e58f34,Opinione inutile,"Il cibo era un po' fritto male, ma lo staff integro ha salvato la vacanza.",Reception,positive,1,mixed
7fc15858-2fa0-4842-bc55-300b06a241af,Soggiorno tavola,Non aspettatevi un servizio eccezionale da Damiano. Pessimo.,Reception,negative,0,negation
4303cbc1-1e25-45b8-8fc9-c86be9ddebf5,Opinione leggero,Esperienza terribile.,F&B,negative,0,simple
9ca3fbb3-ff11-48ba-b6ee-1640723ef466,Opinione medico,"Il cibo era un po' pesante, ma lo staff rispettoso ha salvato la vacanza.",Reception,positive,1,mixed
333ee344-7dbf-4bc1-bfa6-23d0ea9e5c8d,Soggiorno crescere,"La stanza era anche lussuosa, ma il personale villano mi ha rovinato l'umore.",Reception,negative,0,mixed
ae92ea71-cf7d-4b43-9679-742fff4c96d6,Soggiorno notare,Non sapevo cosa aspettarmi. La cena era superlativo. Il prezzo era nella media.,F&B,positive,1,detailed
cb2fafa3-2c91-4a7c-a340-4f08b34191b8,Feedback personaggio,Tutto centrale. Prova neanche elettrico escludere ciò prova.,F&B,positive,1,simple
06ba8cd3-7e78-48c9-8a55-e38b3c9abe10,Info persona,Ho prenotato all'ultimo minuto. Torquato alla reception è stato comunicativo. Comunque torneremo a Ginestra Sabina.,Reception,positive,1,detailed
10d4de39-1612-47c9-a25d-f9a89ca8a5c4,Feedback nave,Ho prenotato all'ultimo minuto. La cena era fatto in casa. Magari la prossima volta andrà diversamente.,F&B,positive,1,detailed
932cae01-d2c6-4ee4-a8d0-a2a8c4e7f7dd,Opinione casa,"Dopo un viaggio lunghissimo da Cavalcaselle, La camera era ariosa. Magari la prossima volta andrà diversamente.",Housekeeping,positive,1,detailed
12fc7a87-a470-4d48-9128-b9b1f8ede0ca,Recensione salutare,Non aspettatevi un servizio integro da Dino. Pessimo.,Reception,negative,0,negation
20da8972-5832-4ee4-8471-b4b0ae1b9f69,Info vestire,"Avevo letto recensioni brutte, ma la camera non era affatto sudicia. Anzi!",Housekeeping,positive,1,negation
f75d1e3c-c48d-4650-ae95-22d696792482,Info decidere,"Il cibo era un po' mediocre, ma lo staff proattivo ha salvato la vacanza.",Reception,positive,1,mixed
84d67c4f-f0df-4684-b28e-41225894f7f1,Feedback mattina,Tutto poetica. Tagliare arrivare capitare circa come favore prossimo.,Reception,positive,1,simple
9d4b2bf9-4d85-49c7-a001-7720200b2903,Opinione trovare,Non sapevo cosa aspettarmi. La cena era ricercato. Il prezzo era nella media.,F&B,positive,1,detailed
b87b6384-9fdd-4e2e-a8a2-b7ad2bd3cdcd,Opinione organizzare,Siamo arrivati di martedì verso le 22. Carmelo alla reception è stato competente. Comunque torneremo a Cannalonga.,Reception,positive,1,detailed
d342af08-0a8b-45b4-9049-4583ec86a890,Feedback aprire,"Avevo letto recensioni brutte, ma la camera non era affatto fatiscente. Anzi!",Housekeeping,positive,1,negation
c561b8dc-a436-4fcd-b2d3-f7610ba36279,Recensione libro,"La stanza era anche rasserenante, ma il personale altezzoso mi ha rovinato l'umore.",Reception,negative,0,mixed
6aa56e6d-9277-4574-8457-6cc335f789bc,Soggiorno armare,"La stanza era anche elegante, ma il personale indifferente mi ha rovinato l'umore.",Reception,negative,0,mixed
4a27ebf2-8baa-4744-a08d-d21be3954cb1,Recensione monte,Non aspettatevi un servizio gentilissimo da Stefano. Pessimo.,Reception,negative,0,negation
af5b8f47-ceae-41cf-8e00-0af03eb05181,Info punto,"Il cibo era un po' misero, ma lo staff affabile ha salvato la vacanza.",Reception,positive,1,mixed
fcef1972-bbf4-43ce-91be-b80eb7e6a14c,Info parere,Tutto ricercata. Attore aspetto intero madre corpo palazzo età.,F&B,positive,1,simple
83d5bceb-5edb-48ee-82ba-f0e02179e3f0,Feedback volontà,"La stanza era anche glamour, ma il personale aggressivo mi ha rovinato l'umore.",Reception,negative,0,mixed
1f5d988f-776a-4f09-bde2-885951b1943c,Recensione lira,Tutto rifinitissima.,Housekeeping,positive,1,simple
0cf477ef-18c8-4616-a410-8e9a3f779cae,Recensione mese,"Il cibo era un po' maleodorante, ma lo staff sensibile ha salvato la vacanza.",Reception,positive,1,mixed
3f8ea40a-6b0a-40e3-9d89-6047dd39d793,Opinione e,"Avevo letto recensioni brutte, ma la camera non era affatto fatiscente. Anzi!",Housekeeping,positive,1,negation
7781321e-83c5-41cb-bef7-d9ea7f8e5483,Opinione stamattina,Siamo arrivati di sabato verso le 21. Paoletta allo sportello si è dimostrato nervoso. Magari la prossima volta andrà diversamente.,Reception,negative,0,detailed
3da06476-f778-4676-b50d-112e8164ceec,Soggiorno giorno,Ho prenotato all'ultimo minuto. Tiziana alla reception è stato rispettoso. Il prezzo era nella media.,Reception,positive,1,detailed
a77d95f1-d7c4-4e9c-a1e0-fffc98f6fd7f,Info servire,Non sapevo cosa aspettarmi. La camera era evocativa. Il prezzo era nella media.,Housekeeping,positive,1,detailed
31d4ee09-8fd3-4afc-91fd-fa4f0d18ab95,Info però,Tutto rifinita. Accogliere breve causa diverso fuori guerra anzi.,Reception,positive,1,simple
8116e3fc-62e7-41a6-92d2-fa0649e1cd13,Opinione salvare,Esperienza scricchiolante.,Housekeeping,negative,0,simple
fd350c5f-d347-4a3b-879b-c6378cc36f3b,Soggiorno coscienza,"Il cibo era un po' ripugnante, ma lo staff distinto ha salvato la vacanza.",Reception,positive,1,mixed
5f89ed12-64d6-4fbf-98c0-1e2bf99f0704,Opinione ospedale,"La stanza era anche bucolica, ma il personale dormiente mi ha rovinato l'umore.",Reception,negative,0,mixed
09f64405-0b99-4034-8a4e-255280051b10,Info difesa,Ero qui per lavoro con il mio collega Gaetano. La camera era rasserenante. Magari la prossima volta andrà diversamente.,Housekeeping,positive,1,detailed
84f2fd0f-7947-4bfa-8dd0-b4d4554227de,Opinione scoppiare,Tutto avveniristica.,Housekeeping,positive,1,simple
23c8afdb-83f8-4f16-a4a4-474c9b33e3a4,Recensione offrire,"Avevo letto recensioni brutte, ma la camera non era affatto angusta. Anzi!",Housekeeping,positive,1,negation
fd98fe33-6498-4be9-a999-bbef518b2f21,Opinione modo,"Il cibo era un po' artificiale, ma lo staff tempestivo ha salvato la vacanza.",Reception,positive,1,mixed
fada98f5-1c0f-4bdc-ac7e-937c54cc1e2a,Feedback ragazza,Tutto accogliente. Meno mercato mamma normale loro affermare.,Reception,positive,1,simple
b9aed8e4-e615-49c8-8bf8-1f864ec3f970,Recensione appartenere,Non aspettatevi un servizio gentilissimo da Berenice. Pessimo.,Reception,negative,0,negation
86341718-2ba6-4db3-bafe-b1149561c813,Recensione possibile,Non sapevo cosa aspettarmi. La cena era presentato bene. Magari la prossima volta andrà diversamente.,F&B,positive,1,detailed
08150147-3e00-480e-ae44-1e21d25864f2,Soggiorno contenere,"Avevo letto recensioni brutte, ma la camera non era affatto fatiscente. Anzi!",Housekeeping,positive,1,negation
6b352f85-504e-4687-b0e7-e75604d9145e,Feedback dolore,"La stanza era anche bucolica, ma il personale pasticcione mi ha rovinato l'umore.",Reception,negative,0,mixed
84c86c46-2359-4fa4-b4ad-af890ff1aa9f,Soggiorno fuori,Esperienza isolata. Impedire risultare tendere spesso ragazza.,Housekeeping,negative,0,simple
75ac824c-2c55-4ef7-b4e9-573450521700,Soggiorno troppo,Non sapevo cosa aspettarmi. La camera era centrale. Voto finale: bo.,Housekeeping,positive,1,detailed
476cf68c-3f1b-40d0-b514-105831383975,Feedback vivere,Ho prenotato all'ultimo minuto. Il cibo sembrava caro. Voto finale: bo.,F&B,negative,0,detailed
fb756923-f910-4bb3-b105-32523990e2c9,Soggiorno mio,"Avevo letto recensioni brutte, ma la camera non era affatto buia. Anzi!",Housekeeping,positive,1,negation
46015028-b8be-4f3d-8b9f-af6def3a6f27,Soggiorno mente,Tutto statuaria. Pronto prima male luogo non.,Reception,positive,1,simple
c5e78b23-f461-4f09-985a-befbd1812f77,Feedback disposizione,Non sapevo cosa aspettarmi. Dario allo sportello si è dimostrato poco disponibile. Comunque torneremo a None.,Reception,negative,0,detailed
b6d1f6bb-f48f-409c-89a2-24410ac4de85,Feedback certamente,"Il cibo era un po' truffa, ma lo staff veloce ha salvato la vacanza.",Reception,positive,1,mixed
41a64fed-a7ed-48d8-b13f-8f8cec8be537,Feedback smettere,"Il cibo era un po' monotono, ma lo staff rapido ha salvato la vacanza.",Reception,positive,1,mixed
4568f426-89e0-4e22-93f4-a49b33baba88,Opinione volta,"La stanza era anche rustica, ma il personale negligente mi ha rovinato l'umore.",Reception,negative,0,mixed
